order_id;shipper_id;customer_id;order_date;status;shipped_date;first_name;last_name;birth_date;phone;address;city;state;points;shipper_name;order_status;id;product_id;quantity;unit_price;name;quantity_in_stock;comments
793;6;793;07/11/2013;1;NULL;Lorenz;Koss;12/02/1946;NULL;5368 Macejkovic Plaza Suite 366;Friesentown;Ne;4233;Dummy;Processed;793;334;11;78.75;BLUE MURANO TWIST NECKLACE;0;NULL
793;6;793;07/11/2013;1;NULL;Lorenz;Koss;12/02/1946;NULL;5368 Macejkovic Plaza Suite 366;Friesentown;Ne;4233;Dummy;Processed;8793;195;13;85.80;MIRRORED WALL ART SPLODGES;95;NULL
794;4;794;04/09/2002;2;11/09/2002;Einar;Johnston;NULL;NULL;350 Bradly Walk;Moniqueport;Vi;3489;Mraz, Renner and Nolan;Shipped;794;134;5;53.04;ROSE FOLKART HEART DECORATIONS;136;NULL
794;4;794;04/09/2002;2;11/09/2002;Einar;Johnston;NULL;NULL;350 Bradly Walk;Moniqueport;Vi;3489;Mraz, Renner and Nolan;Shipped;8794;480;8;35.02;ENGLISH ROSE SPIRIT LEVEL;111;NULL
795;5;795;10/03/2020;3;19/03/2020;Jennyfer;Grimes;12/02/1956;NULL;4466 Alvera Greens Apt. 806;West Hulda;Wi;4065;Waters, Mayert and Prohaska;Delivered;795;419;5;58.34;RED RETROSPOT PUDDING BOWL;139;NULL
795;5;795;10/03/2020;3;19/03/2020;Jennyfer;Grimes;12/02/1956;NULL;4466 Alvera Greens Apt. 806;West Hulda;Wi;4065;Waters, Mayert and Prohaska;Delivered;8795;313;4;16.35;TALL ROCOCO CANDLE HOLDER;90;NULL
796;5;796;27/09/2018;1;NULL;Esteban;Funk;NULL;NULL;75834 Rosenbaum Place;Marquardtton;Al;694;Waters, Mayert and Prohaska;Processed;796;193;8;6.98;SMALL HANGING IVORY/RED WOOD BIRD;130;NULL
796;5;796;27/09/2018;1;NULL;Esteban;Funk;NULL;NULL;75834 Rosenbaum Place;Marquardtton;Al;694;Waters, Mayert and Prohaska;Processed;8796;123;3;82.11;PARTY PIZZA DISH BLUE POLKADOT;34;NULL
797;2;797;31/01/2001;2;06/02/2001;Filomena;Collier;NULL;105-670-1525;50373 Mann Row Suite 699;Ziemannview;Ne;3527;Schinner-Predovic;Shipped;797;456;5;53.93;DINOSAUR LUNCH BOX WITH CUTLERY;21;NULL
797;2;797;31/01/2001;2;06/02/2001;Filomena;Collier;NULL;105-670-1525;50373 Mann Row Suite 699;Ziemannview;Ne;3527;Schinner-Predovic;Shipped;8797;425;11;73.02;DECORATION HEN ON NEST, HANGING;85;NULL
798;3;798;19/03/2014;3;21/03/2014;Giovanni;Hirthe;15/07/1953;1-036-758-7984;18655 Kuhlman Route Apt. 689;New Shawnport;Mo;1809;Satterfield LLC;Delivered;798;203;4;7.17;SET OF 4 NAPKIN CHARMS CROWNS;58;NULL
798;3;798;19/03/2014;3;21/03/2014;Giovanni;Hirthe;15/07/1953;1-036-758-7984;18655 Kuhlman Route Apt. 689;New Shawnport;Mo;1809;Satterfield LLC;Delivered;8798;256;13;45.23;VINTAGE KITCHEN PRINT SEAFOOD;83;NULL
799;6;799;13/02/1976;1;NULL;Junior;Bode;NULL;1-580-170-7704x4103;299 Doyle Points;Rubiemouth;Ha;2231;Dummy;Processed;799;395;1;84.78;FRIDGE MAGNETS LES ENFANTS ASSORTED;53;NULL
799;6;799;13/02/1976;1;NULL;Junior;Bode;NULL;1-580-170-7704x4103;299 Doyle Points;Rubiemouth;Ha;2231;Dummy;Processed;8799;4;14;35.37;GIRLY PINK TOOL SET;104;NULL
800;5;800;02/08/1976;2;05/08/1976;Fern;Hyatt;NULL;NULL;28867 Katelyn Crescent Apt. 781;Lake Enricoland;Te;739;Waters, Mayert and Prohaska;Shipped;800;616;11;71.78;CARD PARTY GAMES;135;This top light and airy, which is perfect for spring. i'm usually into these types of blouses. however, this didn't quite fit right on me. it's a little too boxy and too low cut in the front for some reason. i loved the design and really wanted to like it... i just didn't love it enough to purchase it.
800;5;800;02/08/1976;2;05/08/1976;Fern;Hyatt;NULL;NULL;28867 Katelyn Crescent Apt. 781;Lake Enricoland;Te;739;Waters, Mayert and Prohaska;Shipped;8800;750;9;75.13;HEARTS WRAPPING TAPE;95;This top light and airy, which is perfect for spring. i'm usually into these types of blouses. however, this didn't quite fit right on me. it's a little too boxy and too low cut in the front for some reason. i loved the design and really wanted to like it... i just didn't love it enough to purchase it.
801;1;801;22/09/1982;3;27/09/1982;Lavonne;Bayer;02/06/1943;1-515-633-4035x5798;638 Bahringer Estate Apt. 286;East Montana;Rh;1962;Hettinger LLC;Delivered;801;393;12;11.40;WATERING CAN GARDEN MARKER;146;NULL
801;1;801;22/09/1982;3;27/09/1982;Lavonne;Bayer;02/06/1943;1-515-633-4035x5798;638 Bahringer Estate Apt. 286;East Montana;Rh;1962;Hettinger LLC;Delivered;8801;741;10;44.48;METAL 4 HOOK HANGER FRENCH CHATEAU;105;NULL
802;6;802;17/07/1978;1;NULL;Lydia;McCullough;02/06/1953;NULL;60535 Dane Vista Suite 591;New Destanyton;Ne;4884;Dummy;Processed;802;116;8;31.30;RAIN PONCHO RETROSPOT;8;NULL
802;6;802;17/07/1978;1;NULL;Lydia;McCullough;02/06/1953;NULL;60535 Dane Vista Suite 591;New Destanyton;Ne;4884;Dummy;Processed;8802;703;9;90.36;CHEST OF DRAWERS GINGHAM HEART;22;NULL
803;3;803;27/04/2004;2;28/04/2004;Jo;Bruen;NULL;NULL;0773 Shaylee Dam;Zemlakland;So;2865;Satterfield LLC;Shipped;803;153;2;38.56;DENIM PATCH PURSE PINK BUTTERFLY;35;NULL
803;3;803;27/04/2004;2;28/04/2004;Jo;Bruen;NULL;NULL;0773 Shaylee Dam;Zemlakland;So;2865;Satterfield LLC;Shipped;8803;541;3;6.95;GREEN GEISHA GIRL;9;NULL
804;4;804;16/05/1982;3;21/05/1982;Wilma;Schowalter;NULL;NULL;1468 Bruen Drive;Lake Ava;Ne;1565;Mraz, Renner and Nolan;Delivered;804;417;8;70.22;WOODEN UNION JACK BUNTING;53;NULL
804;4;804;16/05/1982;3;21/05/1982;Wilma;Schowalter;NULL;NULL;1468 Bruen Drive;Lake Ava;Ne;1565;Mraz, Renner and Nolan;Delivered;8804;595;9;61.88;RED POLKADOT COFFEE  MUG;38;NULL
805;4;805;05/12/1986;1;NULL;Brandy;Feil;NULL;845.424.7194x2786;02188 Terry Route Apt. 795;Lake Minervashire;Wa;3386;Mraz, Renner and Nolan;Processed;805;123;7;82.11;PARTY PIZZA DISH BLUE POLKADOT;34;NULL
805;4;805;05/12/1986;1;NULL;Brandy;Feil;NULL;845.424.7194x2786;02188 Terry Route Apt. 795;Lake Minervashire;Wa;3386;Mraz, Renner and Nolan;Processed;8805;601;7;70.25;WOODLAND DESIGN  COTTON TOTE BAG;120;NULL
806;1;806;22/03/1974;2;27/03/1974;Dedrick;Buckridge;23/10/1935;NULL;2844 Stracke Viaduct;Port Dock;Ma;2421;Hettinger LLC;Shipped;806;115;11;1.65;CARRIAGE;129;NULL
806;1;806;22/03/1974;2;27/03/1974;Dedrick;Buckridge;23/10/1935;NULL;2844 Stracke Viaduct;Port Dock;Ma;2421;Hettinger LLC;Shipped;8806;472;1;96.67;BAG 125g SWIRLY MARBLES;123;NULL
807;2;807;21/08/1995;3;28/08/1995;Keagan;Dickens;23/10/1941;1-050-939-2884x8377;0494 Johnston Causeway;Larkinport;Ge;2730;Schinner-Predovic;Delivered;807;206;8;82.79;PAINTED METAL HEART WITH HOLLY BELL;60;NULL
807;2;807;21/08/1995;3;28/08/1995;Keagan;Dickens;23/10/1941;1-050-939-2884x8377;0494 Johnston Causeway;Larkinport;Ge;2730;Schinner-Predovic;Delivered;8807;555;1;94.55;LARGE HANGING IVORY & RED WOOD BIRD;38;NULL
808;6;808;03/05/2007;1;NULL;Mafalda;Huel;NULL;169.558.9389x39383;366 Orlando Pass;West Elliott;Ve;743;Dummy;Processed;808;684;7;7.05;FIRST AID TIN;138;NULL
808;6;808;03/05/2007;1;NULL;Mafalda;Huel;NULL;169.558.9389x39383;366 Orlando Pass;West Elliott;Ve;743;Dummy;Processed;8808;609;3;30.02;AIRLINE LOUNGE,METAL SIGN;137;NULL
809;4;809;27/12/1998;2;30/12/1998;Princess;Kovacek;02/06/1941;NULL;182 Dooley Village;Marvinbury;Pe;4596;Mraz, Renner and Nolan;Shipped;809;553;10;71.14;YELLOW GIANT GARDEN THERMOMETER;8;NULL
809;4;809;27/12/1998;2;30/12/1998;Princess;Kovacek;02/06/1941;NULL;182 Dooley Village;Marvinbury;Pe;4596;Mraz, Renner and Nolan;Shipped;8809;631;12;59.34;KITCHEN METAL SIGN;20;NULL
810;5;810;20/08/2006;3;24/08/2006;Vivianne;Hermiston;NULL;077-755-6572x4088;94627 Hettinger Islands Apt. 131;Sanfordville;Id;1643;Waters, Mayert and Prohaska;Delivered;810;711;4;85.16;PARTY CONES CANDY ASSORTED;134;NULL
810;5;810;20/08/2006;3;24/08/2006;Vivianne;Hermiston;NULL;077-755-6572x4088;94627 Hettinger Islands Apt. 131;Sanfordville;Id;1643;Waters, Mayert and Prohaska;Delivered;8810;578;8;52.10;SNOWSTORM PHOTO FRAME FRIDGE MAGNET;1;NULL
811;6;811;07/10/2004;1;NULL;Cathy;Prohaska;NULL;996.605.8242x655;2779 Rudy Crossroad Suite 230;Denesikstad;In;2599;Dummy;Processed;811;395;11;84.78;FRIDGE MAGNETS LES ENFANTS ASSORTED;53;NULL
811;6;811;07/10/2004;1;NULL;Cathy;Prohaska;NULL;996.605.8242x655;2779 Rudy Crossroad Suite 230;Denesikstad;In;2599;Dummy;Processed;8811;246;2;94.25;GREEN CAT FLORAL CUSHION COVER;66;NULL
812;2;812;04/10/2003;2;06/10/2003;Laurianne;Kozey;02/06/1946;NULL;138 Terry Gardens;South Lavadastad;Mi;1213;Schinner-Predovic;Shipped;812;592;3;64.35;DOLLY GIRL CHILDRENS EGG CUP;37;NULL
812;2;812;04/10/2003;2;06/10/2003;Laurianne;Kozey;02/06/1946;NULL;138 Terry Gardens;South Lavadastad;Mi;1213;Schinner-Predovic;Shipped;8812;243;7;14.65;TROPICAL PASSPORT COVER;83;NULL
813;3;813;26/02/2017;3;04/03/2017;Frederick;Berge;15/07/1953;(738)024-3775;89672 Turcotte Mission;Armanistad;Mi;3252;Satterfield LLC;Delivered;813;273;12;39.20;SET OF 2 TEA TOWELS PING MICROWAVE;119;NULL
813;3;813;26/02/2017;3;04/03/2017;Frederick;Berge;15/07/1953;(738)024-3775;89672 Turcotte Mission;Armanistad;Mi;3252;Satterfield LLC;Delivered;8813;479;10;45.62;COLUMBIAN CANDLE RECTANGLE;77;NULL
814;6;814;18/04/1973;1;NULL;Tyreek;VonRueden;NULL;NULL;144 Howe Skyway;Aliborough;Ve;341;Dummy;Processed;814;339;13;90.65;PINK & WHITE ROSEBUD RING;148;NULL
814;6;814;18/04/1973;1;NULL;Tyreek;VonRueden;NULL;NULL;144 Howe Skyway;Aliborough;Ve;341;Dummy;Processed;8814;165;4;1.82;JAZZ HEARTS ADDRESS BOOK;82;NULL
815;5;815;19/10/2019;2;25/10/2019;Natalia;Rice;15/07/1955;NULL;64237 Alf Summit;Schadenville;De;2375;Waters, Mayert and Prohaska;Shipped;815;127;1;34.47;CHILDS GARDEN RAKE PINK;127;NULL
815;5;815;19/10/2019;2;25/10/2019;Natalia;Rice;15/07/1955;NULL;64237 Alf Summit;Schadenville;De;2375;Waters, Mayert and Prohaska;Shipped;8815;137;15;65.14;TUMBLER, BAROQUE;72;NULL
816;1;816;16/03/2015;3;19/03/2015;Freda;Muller;NULL;(357)701-2055;88079 Talon Streets Suite 556;Andyfort;Ca;2525;Hettinger LLC;Delivered;816;368;2;73.22;PARTY METAL SIGN;62;This top has a comfy cozy feel while still being flattering. i especially like the generous neckline--adds a uniqueness to it. great shirt for dressing down, but still feeling feminine. i bought two! my husband always compliments me when i wear it.
816;1;816;16/03/2015;3;19/03/2015;Freda;Muller;NULL;(357)701-2055;88079 Talon Streets Suite 556;Andyfort;Ca;2525;Hettinger LLC;Delivered;8816;192;13;20.43;OFFICE MUG WARMER PINK;71;This top has a comfy cozy feel while still being flattering. i especially like the generous neckline--adds a uniqueness to it. great shirt for dressing down, but still feeling feminine. i bought two! my husband always compliments me when i wear it.
817;6;817;04/12/1985;1;NULL;Dean;Davis;NULL;(129)684-2126;92387 Gulgowski Spurs;Gottliebshire;Ok;4999;Dummy;Processed;817;710;6;33.27;CARDHOLDER GINGHAM CHRISTMAS TREE;35;NULL
817;6;817;04/12/1985;1;NULL;Dean;Davis;NULL;(129)684-2126;92387 Gulgowski Spurs;Gottliebshire;Ok;4999;Dummy;Processed;8817;546;12;6.65;SET OF 2 TEA TOWELS APPLE AND PEARS;78;NULL
818;3;818;07/07/1975;2;12/07/1975;Gus;Kessler;01/02/1944;NULL;418 Fletcher Rest Apt. 410;Clementborough;Ar;3793;Satterfield LLC;Shipped;818;192;3;20.43;OFFICE MUG WARMER PINK;71;NULL
818;3;818;07/07/1975;2;12/07/1975;Gus;Kessler;01/02/1944;NULL;418 Fletcher Rest Apt. 410;Clementborough;Ar;3793;Satterfield LLC;Shipped;8818;655;14;97.88;CREAM CUPID HEARTS COAT HANGER;124;NULL
819;4;819;17/02/1999;3;21/02/1999;Johnathon;Yost;NULL;1-997-379-1781x03632;0965 Marquardt Trail;Barrowsberg;Ma;2772;Mraz, Renner and Nolan;Delivered;819;331;4;36.60;"FLOWER GLASS GARLD NECKL36TURQUOIS""";85;NULL
819;4;819;17/02/1999;3;21/02/1999;Johnathon;Yost;NULL;1-997-379-1781x03632;0965 Marquardt Trail;Barrowsberg;Ma;2772;Mraz, Renner and Nolan;Delivered;8819;136;14;24.47;IVORY PILLAR CANDLE GOLD FLOCK;60;NULL
820;6;820;13/07/2000;1;NULL;Fritz;Schinner;NULL;NULL;731 Mia Inlet Suite 474;South Geoffrey;Ma;3306;Dummy;Processed;820;329;6;96.43;GOLD M.O.P ORBIT BRACELET;94;I am floored by the amount of positive reviews on this dress! when i received it, it looked nothing like it does on the model. the bottom looked like dirty sand and was completely wrinkled. if you have anything above a c cup, the top looks completely unflattering. i looked so top heavy in this dress! definitely not worth the price. so disappointed.
820;6;820;13/07/2000;1;NULL;Fritz;Schinner;NULL;NULL;731 Mia Inlet Suite 474;South Geoffrey;Ma;3306;Dummy;Processed;8820;215;1;58.80;GLITTER CHRISTMAS TREE;95;I am floored by the amount of positive reviews on this dress! when i received it, it looked nothing like it does on the model. the bottom looked like dirty sand and was completely wrinkled. if you have anything above a c cup, the top looks completely unflattering. i looked so top heavy in this dress! definitely not worth the price. so disappointed.
821;1;821;28/06/2011;2;06/07/2011;Trace;Mraz;NULL;NULL;421 Thea Summit Suite 492;East Aurore;Rh;3731;Hettinger LLC;Shipped;821;652;10;28.52;BLUE/CREAM STRIPE CUSHION COVER;92;NULL
821;1;821;28/06/2011;2;06/07/2011;Trace;Mraz;NULL;NULL;421 Thea Summit Suite 492;East Aurore;Rh;3731;Hettinger LLC;Shipped;8821;668;6;20.47;WRAP PINK FAIRY CAKES;150;NULL
822;2;822;27/06/1996;3;03/07/1996;Kaycee;Barton;NULL;339-118-4630;579 Macejkovic Estate;Jerryside;In;3078;Schinner-Predovic;Delivered;822;21;6;60.12;WRAP COWBOYS;55;NULL
822;2;822;27/06/1996;3;03/07/1996;Kaycee;Barton;NULL;339-118-4630;579 Macejkovic Estate;Jerryside;In;3078;Schinner-Predovic;Delivered;8822;444;15;57.93;SWISS CHALET TREE DECORATION;90;NULL
823;5;823;31/03/2013;1;NULL;David;Carroll;12/02/1949;NULL;84630 Hettinger Prairie;Karolannborough;Ne;2985;Waters, Mayert and Prohaska;Processed;823;401;8;81.05;TEATIME PEN CASE & PENS;34;NULL
823;5;823;31/03/2013;1;NULL;David;Carroll;12/02/1949;NULL;84630 Hettinger Prairie;Karolannborough;Ne;2985;Waters, Mayert and Prohaska;Processed;8823;214;5;14.81;CHRISTMAS HANGING HEART WITH BELL;87;NULL
824;4;824;22/08/2006;2;30/08/2006;Daisha;Bechtelar;NULL;NULL;6226 Richard Ferry Suite 693;New Juanaview;Ca;4288;Mraz, Renner and Nolan;Shipped;824;439;8;20.39;COSY SLIPPER SHOES LARGE GREEN;124;NULL
824;4;824;22/08/2006;2;30/08/2006;Daisha;Bechtelar;NULL;NULL;6226 Richard Ferry Suite 693;New Juanaview;Ca;4288;Mraz, Renner and Nolan;Shipped;8824;487;4;35.87;RETROSPOT SMALL TUBE MATCHES;21;NULL
825;5;825;10/08/2015;3;15/08/2015;Helmer;Roob;15/07/1950;NULL;609 Keeling Drive Apt. 737;Port Terrell;Id;2349;Waters, Mayert and Prohaska;Delivered;825;244;1;13.51;CHERRY BLOSSOM LUGGAGE TAG;61;NULL
825;5;825;10/08/2015;3;15/08/2015;Helmer;Roob;15/07/1950;NULL;609 Keeling Drive Apt. 737;Port Terrell;Id;2349;Waters, Mayert and Prohaska;Delivered;8825;294;12;37.83;NUMBER TILE COTTAGE GARDEN 2;24;NULL
826;6;826;13/10/2007;1;NULL;Brent;Brown;15/07/1955;958.447.0331x23370;74581 Carlotta Divide;Oranshire;No;309;Dummy;Processed;826;649;12;89.44;DOORSTOP RETROSPOT HEART;72;NULL
826;6;826;13/10/2007;1;NULL;Brent;Brown;15/07/1955;958.447.0331x23370;74581 Carlotta Divide;Oranshire;No;309;Dummy;Processed;8826;8;13;40.41;APPLE GREEN JUMPER;145;NULL
827;2;827;08/09/1979;2;15/09/1979;Billie;Ratke;NULL;NULL;3563 Kasandra Union Apt. 696;Cullenville;Te;2877;Schinner-Predovic;Shipped;827;266;11;28.98;DECORATIVE FLORE BATHROOM BOTTLE;67;This is a very comfortable and sexy sleep dress, the way it drapes. i can see that the type of fabric is not suitable for out and about activities and can catch on snags, etc. very easily. once i relegated it to the nightgown category it became my favorite item to wear and lounge in.
827;2;827;08/09/1979;2;15/09/1979;Billie;Ratke;NULL;NULL;3563 Kasandra Union Apt. 696;Cullenville;Te;2877;Schinner-Predovic;Shipped;8827;658;8;66.20;HANGING METAL STAR LANTERN;141;This is a very comfortable and sexy sleep dress, the way it drapes. i can see that the type of fabric is not suitable for out and about activities and can catch on snags, etc. very easily. once i relegated it to the nightgown category it became my favorite item to wear and lounge in.
828;3;828;22/04/1985;3;25/04/1985;Juana;Gibson;NULL;1-627-901-2570x96681;449 Nader Mission;South Daishaside;Or;529;Satterfield LLC;Delivered;828;130;5;75.44;CHALKBOARD KITCHEN ORGANISER;78;Petite pants hsould be able to fit short peple, but a 32 inch inseam on pants with buttons at the nottom, can't even gegt them hemmed, what a bummer. my inseam is 27 inchess, so i would need a 5 inch heel. otherwise, gorgeous, and waiat fits true to size. thighs a bit snug for musclea, but stretchy enough to fit. thinking about keeping them, but have to find big plaform heeks...
828;3;828;22/04/1985;3;25/04/1985;Juana;Gibson;NULL;1-627-901-2570x96681;449 Nader Mission;South Daishaside;Or;529;Satterfield LLC;Delivered;8828;266;3;28.98;DECORATIVE FLORE BATHROOM BOTTLE;67;Petite pants hsould be able to fit short peple, but a 32 inch inseam on pants with buttons at the nottom, can't even gegt them hemmed, what a bummer. my inseam is 27 inchess, so i would need a 5 inch heel. otherwise, gorgeous, and waiat fits true to size. thighs a bit snug for musclea, but stretchy enough to fit. thinking about keeping them, but have to find big plaform heeks...
829;6;829;12/07/1971;1;NULL;Mikayla;Beer;02/06/1945;NULL;1556 Vincenzo Spring;South Vella;De;2677;Dummy;Processed;829;604;10;46.55;SET OF 72 GREEN PAPER DOILIES;126;NULL
829;6;829;12/07/1971;1;NULL;Mikayla;Beer;02/06/1945;NULL;1556 Vincenzo Spring;South Vella;De;2677;Dummy;Processed;8829;105;6;42.67;RED FLOWER CROCHET FOOD COVER;32;NULL
830;5;830;23/06/1990;2;25/06/1990;Bethel;O'Reilly;NULL;NULL;4060 Seth Streets;New Anaberg;Ne;192;Waters, Mayert and Prohaska;Shipped;830;379;8;70.10;ASSTD DESIGN 3D PAPER STICKERS;112;NULL
830;5;830;23/06/1990;2;25/06/1990;Bethel;O'Reilly;NULL;NULL;4060 Seth Streets;New Anaberg;Ne;192;Waters, Mayert and Prohaska;Shipped;8830;477;5;49.58;BLACK TEA,COFFEE,SUGAR JARS;1;NULL
831;1;831;10/09/1982;3;12/09/1982;Chanelle;Monahan;15/07/1947;NULL;12344 Gibson Glen Apt. 485;Ullrichmouth;Mo;854;Hettinger LLC;Delivered;831;82;8;16.96;BLUE PAPER PARASOL;55;NULL
831;1;831;10/09/1982;3;12/09/1982;Chanelle;Monahan;15/07/1947;NULL;12344 Gibson Glen Apt. 485;Ullrichmouth;Mo;854;Hettinger LLC;Delivered;8831;569;9;77.61;LOVE GARLAND PAINTED ZINC;70;NULL
832;4;832;15/04/1982;1;NULL;Noemie;McClure;15/07/1952;NULL;043 King Mountains Suite 720;Schultzmouth;Mi;3968;Mraz, Renner and Nolan;Processed;832;21;10;60.12;WRAP COWBOYS;55;NULL
832;4;832;15/04/1982;1;NULL;Noemie;McClure;15/07/1952;NULL;043 King Mountains Suite 720;Schultzmouth;Mi;3968;Mraz, Renner and Nolan;Processed;8832;663;14;65.06;LARGE CAKE STAND HANGING HEARTS;55;NULL
833;3;833;17/05/1986;2;18/05/1986;Delia;Considine;02/06/1945;1-136-144-4237x0616;959 Corwin Pass;Strosinfort;Ne;2501;Satterfield LLC;Shipped;833;610;1;15.09;KEY FOB , BACK DOOR;50;NULL
833;3;833;17/05/1986;2;18/05/1986;Delia;Considine;02/06/1945;1-136-144-4237x0616;959 Corwin Pass;Strosinfort;Ne;2501;Satterfield LLC;Shipped;8833;109;6;72.34;CREAM SWEETHEART WALL CABINET;143;NULL
834;4;834;27/01/2005;3;04/02/2005;Kim;Nikolaus;NULL;NULL;17968 Kristin Trafficway Apt. 784;Port Mabelleshire;So;3475;Mraz, Renner and Nolan;Delivered;834;737;1;16.42;GLASS  BEURRE DISH;4;NULL
834;4;834;27/01/2005;3;04/02/2005;Kim;Nikolaus;NULL;NULL;17968 Kristin Trafficway Apt. 784;Port Mabelleshire;So;3475;Mraz, Renner and Nolan;Delivered;8834;53;6;10.70;MIRRORED WALL ART FOXY;99;NULL
835;1;835;28/03/2015;1;NULL;Mauricio;O'Hara;15/07/1943;NULL;239 Eden Junctions Apt. 622;New Darenhaven;Ne;4991;Hettinger LLC;Processed;835;353;1;19.35;CHILDS GARDEN BRUSH PINK;24;I really like this top. it's super cute - perfect for a football game or fairly casual event. the material is ribbed and is thick enough that you can't see through. i purchased this top in red and initially in petite but ended up returning it for the regular size. i love this top!
835;1;835;28/03/2015;1;NULL;Mauricio;O'Hara;15/07/1943;NULL;239 Eden Junctions Apt. 622;New Darenhaven;Ne;4991;Hettinger LLC;Processed;8835;687;3;73.27;36 PENCILS TUBE WOODLAND;17;I really like this top. it's super cute - perfect for a football game or fairly casual event. the material is ribbed and is thick enough that you can't see through. i purchased this top in red and initially in petite but ended up returning it for the regular size. i love this top!
836;1;836;29/10/1975;2;30/10/1975;Valentin;Lowe;NULL;NULL;1925 Herbert Summit Apt. 351;Port Everett;Vi;2553;Hettinger LLC;Shipped;836;304;7;33.20;SUNSET COLOUR CHUNKY KNITTED THROW;14;NULL
836;1;836;29/10/1975;2;30/10/1975;Valentin;Lowe;NULL;NULL;1925 Herbert Summit Apt. 351;Port Everett;Vi;2553;Hettinger LLC;Shipped;8836;278;13;29.30;FELT EGG COSY CHICKEN;114;NULL
837;2;837;08/04/2008;3;14/04/2008;Roberta;Bogisich;02/06/1943;NULL;6621 Hyatt Isle;Hannafort;Rh;1068;Schinner-Predovic;Delivered;837;461;2;80.09;BLUE POLKADOT BOWL;37;NULL
837;2;837;08/04/2008;3;14/04/2008;Roberta;Bogisich;02/06/1943;NULL;6621 Hyatt Isle;Hannafort;Rh;1068;Schinner-Predovic;Delivered;8837;75;12;94.96;SET/10 BLUE POLKADOT PARTY CANDLES;121;NULL
838;6;838;10/04/2001;1;NULL;Tre;Heathcote;03/02/1938;NULL;809 Susan Turnpike Suite 217;Port Joanie;Co;2225;Dummy;Processed;838;641;11;11.44;SILVER FISHING GNOME;111;NULL
838;6;838;10/04/2001;1;NULL;Tre;Heathcote;03/02/1938;NULL;809 Susan Turnpike Suite 217;Port Joanie;Co;2225;Dummy;Processed;8838;294;7;37.83;NUMBER TILE COTTAGE GARDEN 2;24;NULL
839;4;839;21/08/2017;2;30/08/2017;Camden;Runolfsson;15/07/1953;NULL;460 Legros Camp Apt. 100;Jakubowskiville;We;3366;Mraz, Renner and Nolan;Shipped;839;322;15;97.07;SET/4 BLUE FLOWER CANDLES IN BOWL;85;NULL
839;4;839;21/08/2017;2;30/08/2017;Camden;Runolfsson;15/07/1953;NULL;460 Legros Camp Apt. 100;Jakubowskiville;We;3366;Mraz, Renner and Nolan;Shipped;8839;495;4;53.90;BLACK+WHITE NECKLACE W TASSEL;31;NULL
840;5;840;10/09/2014;3;19/09/2014;Francesca;Weber;NULL;NULL;7061 Kiehn Mews Apt. 674;Port Stefanie;Ca;3725;Waters, Mayert and Prohaska;Delivered;840;435;10;22.43;AIRLINE BAG VINTAGE WORLD CHAMPION;58;NULL
840;5;840;10/09/2014;3;19/09/2014;Francesca;Weber;NULL;NULL;7061 Kiehn Mews Apt. 674;Port Stefanie;Ca;3725;Waters, Mayert and Prohaska;Delivered;8840;89;12;68.94;SWALLOW SQUARE TISSUE BOX;14;NULL
841;3;841;11/11/1996;1;NULL;Mohamed;Bergnaum;NULL;305-761-6788x5066;82337 Verla Vista;Lake Willieshire;Di;3533;Satterfield LLC;Processed;841;461;12;80.09;BLUE POLKADOT BOWL;37;NULL
841;3;841;11/11/1996;1;NULL;Mohamed;Bergnaum;NULL;305-761-6788x5066;82337 Verla Vista;Lake Willieshire;Di;3533;Satterfield LLC;Processed;8841;463;7;2.38;GREEN POLKADOT PLATE;139;NULL
842;2;842;15/04/1977;2;16/04/1977;Marcus;Keebler;15/07/1936;NULL;278 Mitchell Road;Tiannaburgh;De;1592;Schinner-Predovic;Shipped;842;250;2;16.80;TOOL BOX SOFT TOY;57;NULL
842;2;842;15/04/1977;2;16/04/1977;Marcus;Keebler;15/07/1936;NULL;278 Mitchell Road;Tiannaburgh;De;1592;Schinner-Predovic;Shipped;8842;547;9;53.99;6 ROCKET BALLOONS;88;NULL
843;3;843;13/06/1971;3;17/06/1971;Christop;Jakubowski;15/07/1940;271.106.7074x49346;053 Malika Spring;Darrellmouth;Ne;4514;Satterfield LLC;Delivered;843;618;7;73.90;BOTANICAL LAVENDER BIRTHDAY CARD;49;NULL
843;3;843;13/06/1971;3;17/06/1971;Christop;Jakubowski;15/07/1940;271.106.7074x49346;053 Malika Spring;Darrellmouth;Ne;4514;Satterfield LLC;Delivered;8843;594;4;72.54;GARDEN PATH SKETCHBOOK;90;NULL
844;2;844;23/07/2000;1;NULL;Greg;Jones;NULL;NULL;35686 Aufderhar Mews Suite 516;Chetfurt;Te;3877;Schinner-Predovic;Processed;844;86;6;69.63;STRING OF STARS CARD HOLDER;84;NULL
844;2;844;23/07/2000;1;NULL;Greg;Jones;NULL;NULL;35686 Aufderhar Mews Suite 516;Chetfurt;Te;3877;Schinner-Predovic;Processed;8844;579;2;44.36;VINTAGE BLUE TINSEL REEL;28;NULL
845;5;845;26/03/1999;2;02/04/1999;Carmen;Monahan;NULL;755.778.1846x686;7392 Dorothy Fort;Georgeberg;Co;685;Waters, Mayert and Prohaska;Shipped;845;76;12;12.71;4 PURPLE FLOCK DINNER CANDLES;90;NULL
